==========================================
SLURM_JOB_ID = 6073836
SLURM_JOB_NODELIST = d13-05
TMPDIR = /tmp/SLURM_6073836
==========================================
/home1/zliu9986/communication-translation
09-29-21 21:48:08 - Dataset Loaded
09-29-21 21:48:08 - Configuration:
Namespace(TransferH=False, alpha=1.0, batch_size=8, beam_width=5, config='Configs/en-zh_ec.yml', cpu=False, csv_headers=['mode', 'epoch', 'global step', 'loss', 'accuracy', 'mean_length'], decode_how='beam', device=device(type='cuda'), do_eval=True, do_train=True, dropout=0.1, fix_bhd=False, fix_spk=False, grad_clip=1.0, gradient_accumulation_steps=4, hard=False, has_vocab_constraint=False, hidden_dim=512, image_dim=2048, lr=1e-05, max_global_step=8192, max_seq_length=64, mode='emergent_communication', model_name='Models/bt_en-zh_baseline/best/', n_gpu=1, no_share_bhd=True, no_terminal=False, no_write=False, num_distractors_train=7, num_distractors_valid=7, num_games=30, output_dir='Output/bf_accGrad4_mbart_BTen+zh_lr1.0e-5_7distractors_maxstep8192_seed43', print_every=32, save_output_txt=True, save_pretrain_seperately=True, seed=43, source_lang='en_XX', source_lang_vocab_constrain_file='/projects/unmt/communication-translation/en_cc_tokenID2count_dict.cc25.json', stats_to_print=['loss', 'accuracy', 'mean_length'], target_acc=85.0, target_lang='zh_CN', target_lang_vocab_constrain_file='/projects/unmt/communication-translation/zh-Hans_cc_tokenID2count_dict.cc25.json', temp=1.0, temperature=1.0, train_images='./Data/ec_finetuning/images_train', two_ffwd=False, unit_norm=False, valid_every=512, valid_images='./Data/ec_finetuning/images_val')
Not sharing visual system for each agent.
09-29-21 21:58:03 - epoch 0 | global step 0 | mode validation | loss 2.428 | accuracy 12.52 | mean_length 61.3902
09-29-21 21:58:03 - Saving model to Output/bf_accGrad4_mbart_BTen+zh_lr1.0e-5_7distractors_maxstep8192_seed43
Epoch: 0, Prediction Accuracy: 12.52, Saved to Path: Output/bf_accGrad4_mbart_BTen+zh_lr1.0e-5_7distractors_maxstep8192_seed43
09-29-21 22:03:55 - epoch 0 | global step 32 | mode train | loss 2.1521 | accuracy 12.9883 | mean_length 61.8613
09-29-21 22:09:37 - epoch 0 | global step 64 | mode train | loss 2.0959 | accuracy 13.3789 | mean_length 63.9414
09-29-21 22:15:19 - epoch 0 | global step 96 | mode train | loss 2.084 | accuracy 13.2812 | mean_length 64
09-29-21 22:21:02 - epoch 0 | global step 128 | mode train | loss 2.0655 | accuracy 13.4766 | mean_length 64
09-29-21 22:26:44 - epoch 0 | global step 160 | mode train | loss 2.0262 | accuracy 14.1602 | mean_length 64
09-29-21 22:32:26 - epoch 0 | global step 192 | mode train | loss 2.0798 | accuracy 12.3047 | mean_length 64
09-29-21 22:38:08 - epoch 0 | global step 224 | mode train | loss 2.0847 | accuracy 12.4023 | mean_length 64
09-29-21 22:43:50 - epoch 0 | global step 256 | mode train | loss 2.0769 | accuracy 13.3789 | mean_length 64
09-29-21 22:49:33 - epoch 0 | global step 288 | mode train | loss 2.0807 | accuracy 14.5508 | mean_length 64
09-29-21 22:55:14 - epoch 0 | global step 320 | mode train | loss 2.0818 | accuracy 12.6953 | mean_length 64
09-29-21 23:00:58 - epoch 0 | global step 352 | mode train | loss 2.0745 | accuracy 14.3555 | mean_length 64
09-29-21 23:06:40 - epoch 0 | global step 384 | mode train | loss 2.0817 | accuracy 12.6953 | mean_length 64
09-29-21 23:12:21 - epoch 0 | global step 416 | mode train | loss 2.0835 | accuracy 13.1836 | mean_length 64
09-29-21 23:18:02 - epoch 0 | global step 448 | mode train | loss 2.0817 | accuracy 13.5742 | mean_length 64
