==========================================
SLURM_JOB_ID = 5765097
SLURM_JOB_NODELIST = d13-04
TMPDIR = /tmp/SLURM_5765097
==========================================
/home1/zliu9986/communication-translation
09-03-21 17:21:55 - Dataset Loaded
09-03-21 17:21:55 - Configuration:
Namespace(TransferH=False, alpha=1.0, batch_size=8, beam_width=5, bidirectional=False, config='Configs/mbart_ec_noBT.yml', cpu=False, decode_how='beam', device=device(type='cuda'), do_eval=True, do_train=True, dropout=0.1, fix_bhd=False, fix_spk=False, grad_clip=1.0, gradient_accumulation_steps=4, hard=False, has_vocab_constraint=False, hidden_dim=512, image_dim=2048, lr=8e-06, max_global_step=8192, max_seq_length=64, mode='emergent_communication', model_name='Models/mbart-large-cc25', n_gpu=1, no_share_bhd=False, no_terminal=False, no_write=False, num_distractors_train=7, num_distractors_valid=7, num_games=30, num_layers=1, output_dir='Output/accGrad4_mbart_noBT_lr8.0e-6_7distractors_maxstep8192_seed42', print_every=10, save_output_txt=True, save_pretrain_seperately=True, seed=42, source_lang='en_XX', source_lang_vocab_constrain_file='/projects/unmt/communication-translation/en_cc_tokenID2count_dict.cc25.json', stats_to_print=['loss', 'accuracy', 'caption generation loss', 'image selection loss', 'mean_length'], target_acc=85.0, target_lang='zh_CN', target_lang_vocab_constrain_file='/projects/unmt/communication-translation/zh-Hans_cc_tokenID2count_dict.cc25.json', temp=1.0, temperature=1.0, train_images='./Data/ec_finetuning/images_train', two_ffwd=False, unit_norm=False, valid_every=512, valid_images='./Data/ec_finetuning/images_val', vocab_size=4035)
Sharing visual system for each agent.
09-03-21 17:32:03 - epoch 0 | global step 0 | mode validation | loss 3.3249 | accuracy 12.64 | mean_length 63.292
09-03-21 17:32:03 - Saving model to Output/accGrad4_mbart_noBT_lr8.0e-6_7distractors_maxstep8192_seed42
Epoch: 0, Prediction Accuracy: 12.64, Saved to Path: Output/accGrad4_mbart_noBT_lr8.0e-6_7distractors_maxstep8192_seed42
09-03-21 17:34:01 - epoch 0 | global step 10 | mode train | loss 2.7422 | accuracy 12.1875 | mean_length 57.1313
09-03-21 17:35:48 - epoch 0 | global step 20 | mode train | loss 2.3482 | accuracy 12.8125 | mean_length 63.6531
09-03-21 17:37:37 - epoch 0 | global step 30 | mode train | loss 2.1985 | accuracy 13.125 | mean_length 63.7313
09-03-21 17:39:25 - epoch 0 | global step 40 | mode train | loss 2.1066 | accuracy 15.9375 | mean_length 63.8375
09-03-21 17:41:14 - epoch 0 | global step 50 | mode train | loss 2.0957 | accuracy 11.5625 | mean_length 64
09-03-21 17:43:05 - epoch 0 | global step 60 | mode train | loss 2.0871 | accuracy 14.6875 | mean_length 63.9781
09-03-21 17:44:57 - epoch 0 | global step 70 | mode train | loss 2.0937 | accuracy 13.4375 | mean_length 63.6969
09-03-21 17:46:47 - epoch 0 | global step 80 | mode train | loss 2.0931 | accuracy 15.9375 | mean_length 63.9062
09-03-21 17:48:38 - epoch 0 | global step 90 | mode train | loss 2.1053 | accuracy 10.9375 | mean_length 63.8125
09-03-21 17:50:29 - epoch 0 | global step 100 | mode train | loss 2.0963 | accuracy 10.9375 | mean_length 63.9375
09-03-21 17:52:20 - epoch 0 | global step 110 | mode train | loss 2.0939 | accuracy 15.0 | mean_length 63.6969
09-03-21 17:54:11 - epoch 0 | global step 120 | mode train | loss 2.0869 | accuracy 15.3125 | mean_length 63.9031
09-03-21 17:56:01 - epoch 0 | global step 130 | mode train | loss 2.0826 | accuracy 13.4375 | mean_length 63.9594
09-03-21 17:57:50 - epoch 0 | global step 140 | mode train | loss 2.0898 | accuracy 11.25 | mean_length 64
09-03-21 17:59:48 - epoch 0 | global step 150 | mode train | loss 2.0914 | accuracy 12.1875 | mean_length 63.9875
09-03-21 18:01:38 - epoch 0 | global step 160 | mode train | loss 2.0915 | accuracy 15.0 | mean_length 63.9094
09-03-21 18:03:30 - epoch 0 | global step 170 | mode train | loss 2.0724 | accuracy 15.0 | mean_length 63.9406
09-03-21 18:05:18 - epoch 0 | global step 180 | mode train | loss 2.0696 | accuracy 14.6875 | mean_length 64
09-03-21 18:07:06 - epoch 0 | global step 190 | mode train | loss 2.0887 | accuracy 11.5625 | mean_length 64
09-03-21 18:08:58 - epoch 0 | global step 200 | mode train | loss 2.0578 | accuracy 14.375 | mean_length 64
09-03-21 18:10:50 - epoch 0 | global step 210 | mode train | loss 2.0627 | accuracy 14.375 | mean_length 63.9062
09-03-21 18:12:40 - epoch 0 | global step 220 | mode train | loss 2.0669 | accuracy 14.0625 | mean_length 63.8469
09-03-21 18:14:35 - epoch 0 | global step 230 | mode train | loss 2.043 | accuracy 15.0 | mean_length 63.8094
09-03-21 18:16:23 - epoch 0 | global step 240 | mode train | loss 2.0699 | accuracy 11.25 | mean_length 64
09-03-21 18:18:20 - epoch 0 | global step 250 | mode train | loss 2.0494 | accuracy 18.75 | mean_length 64
09-03-21 18:20:08 - epoch 0 | global step 260 | mode train | loss 2.0089 | accuracy 24.375 | mean_length 63.7781
09-03-21 18:22:05 - epoch 0 | global step 270 | mode train | loss 2.0016 | accuracy 17.5 | mean_length 63.7313
09-03-21 18:23:53 - epoch 0 | global step 280 | mode train | loss 1.9883 | accuracy 19.0625 | mean_length 63.9062
09-03-21 18:25:49 - epoch 0 | global step 290 | mode train | loss 1.9534 | accuracy 20.0 | mean_length 63.8312
09-03-21 18:27:46 - epoch 0 | global step 300 | mode train | loss 1.9346 | accuracy 24.6875 | mean_length 63.5063
09-03-21 18:29:42 - epoch 0 | global step 310 | mode train | loss 1.936 | accuracy 19.6875 | mean_length 63.0562
09-03-21 18:31:39 - epoch 0 | global step 320 | mode train | loss 1.9082 | accuracy 24.0625 | mean_length 62.7656
09-03-21 18:33:35 - epoch 0 | global step 330 | mode train | loss 1.9433 | accuracy 20.625 | mean_length 62.7281
09-03-21 18:35:32 - epoch 0 | global step 340 | mode train | loss 1.8926 | accuracy 24.375 | mean_length 62.5531
09-03-21 18:37:28 - epoch 0 | global step 350 | mode train | loss 1.894 | accuracy 21.5625 | mean_length 62.8375
09-03-21 18:39:17 - epoch 0 | global step 360 | mode train | loss 1.8131 | accuracy 27.1875 | mean_length 63.2625
09-03-21 18:41:13 - epoch 0 | global step 370 | mode train | loss 1.9304 | accuracy 23.4375 | mean_length 63.3188
09-03-21 18:43:10 - epoch 0 | global step 380 | mode train | loss 1.9472 | accuracy 18.125 | mean_length 63.0469
09-03-21 18:45:06 - epoch 0 | global step 390 | mode train | loss 1.8659 | accuracy 24.375 | mean_length 62.7156
09-03-21 18:47:03 - epoch 0 | global step 400 | mode train | loss 1.8083 | accuracy 22.1875 | mean_length 63.9781
09-03-21 18:48:59 - epoch 0 | global step 410 | mode train | loss 1.7247 | accuracy 26.5625 | mean_length 63.5406
09-03-21 18:50:56 - epoch 0 | global step 420 | mode train | loss 1.7411 | accuracy 32.8125 | mean_length 63.65
09-03-21 18:52:44 - epoch 0 | global step 430 | mode train | loss 1.6939 | accuracy 33.4375 | mean_length 63.8375
09-03-21 18:54:40 - epoch 0 | global step 440 | mode train | loss 1.6834 | accuracy 32.5 | mean_length 63.5344
09-03-21 18:56:28 - epoch 0 | global step 450 | mode train | loss 1.6077 | accuracy 36.25 | mean_length 63.8906
09-03-21 18:58:16 - epoch 0 | global step 460 | mode train | loss 1.6882 | accuracy 29.375 | mean_length 63.6969
09-03-21 19:00:03 - epoch 0 | global step 470 | mode train | loss 1.6267 | accuracy 34.0625 | mean_length 64
09-03-21 19:01:51 - epoch 0 | global step 480 | mode train | loss 1.6012 | accuracy 35.3125 | mean_length 64
09-03-21 19:03:48 - epoch 0 | global step 490 | mode train | loss 1.6834 | accuracy 32.8125 | mean_length 64
09-03-21 19:05:35 - epoch 0 | global step 500 | mode train | loss 1.626 | accuracy 36.25 | mean_length 64
09-03-21 19:07:32 - epoch 0 | global step 510 | mode train | loss 1.5341 | accuracy 37.5 | mean_length 64
09-03-21 19:17:35 - epoch 0 | global step 512 | mode validation | loss 1.542 | accuracy 37.32 | mean_length 64
09-03-21 19:17:35 - Saving model to Output/accGrad4_mbart_noBT_lr8.0e-6_7distractors_maxstep8192_seed42
Epoch: 0, Prediction Accuracy: 37.32, Saved to Path: Output/accGrad4_mbart_noBT_lr8.0e-6_7distractors_maxstep8192_seed42
09-03-21 19:19:17 - epoch 0 | global step 520 | mode train | loss 1.5597 | accuracy 37.8125 | mean_length 64
09-03-21 19:21:06 - epoch 0 | global step 530 | mode train | loss 1.5222 | accuracy 38.125 | mean_length 64
09-03-21 19:22:55 - epoch 0 | global step 540 | mode train | loss 1.7043 | accuracy 31.25 | mean_length 64
09-03-21 19:24:44 - epoch 0 | global step 550 | mode train | loss 1.5819 | accuracy 35.3125 | mean_length 64
09-03-21 19:26:33 - epoch 0 | global step 560 | mode train | loss 1.4433 | accuracy 45.9375 | mean_length 64
09-03-21 19:28:23 - epoch 0 | global step 570 | mode train | loss 1.5425 | accuracy 38.75 | mean_length 64
09-03-21 19:30:14 - epoch 0 | global step 580 | mode train | loss 1.4991 | accuracy 40.0 | mean_length 64
09-03-21 19:32:04 - epoch 0 | global step 590 | mode train | loss 1.4117 | accuracy 42.5 | mean_length 64
09-03-21 19:33:52 - epoch 0 | global step 600 | mode train | loss 1.47 | accuracy 41.25 | mean_length 64
09-03-21 19:35:40 - epoch 0 | global step 610 | mode train | loss 1.3138 | accuracy 48.125 | mean_length 64
09-03-21 19:37:29 - epoch 0 | global step 620 | mode train | loss 1.364 | accuracy 46.5625 | mean_length 64
09-03-21 19:39:18 - epoch 0 | global step 630 | mode train | loss 1.4225 | accuracy 44.6875 | mean_length 64
09-03-21 19:41:08 - epoch 0 | global step 640 | mode train | loss 1.3863 | accuracy 46.5625 | mean_length 64
09-03-21 19:43:02 - epoch 0 | global step 650 | mode train | loss 1.4265 | accuracy 42.1875 | mean_length 64
09-03-21 19:44:52 - epoch 0 | global step 660 | mode train | loss 1.4739 | accuracy 39.6875 | mean_length 64
09-03-21 19:46:44 - epoch 0 | global step 670 | mode train | loss 1.2853 | accuracy 46.25 | mean_length 64
09-03-21 19:48:33 - epoch 0 | global step 680 | mode train | loss 1.2983 | accuracy 52.5 | mean_length 64
09-03-21 19:50:23 - epoch 0 | global step 690 | mode train | loss 1.3458 | accuracy 48.125 | mean_length 64
09-03-21 19:52:13 - epoch 0 | global step 700 | mode train | loss 1.2963 | accuracy 50.9375 | mean_length 63.8906
09-03-21 19:54:02 - epoch 0 | global step 710 | mode train | loss 1.3773 | accuracy 46.25 | mean_length 64
09-03-21 19:55:52 - epoch 0 | global step 720 | mode train | loss 1.2857 | accuracy 53.75 | mean_length 64
09-03-21 19:57:42 - epoch 0 | global step 730 | mode train | loss 1.2352 | accuracy 54.0625 | mean_length 64
09-03-21 19:59:33 - epoch 0 | global step 740 | mode train | loss 1.1897 | accuracy 52.5 | mean_length 64
09-03-21 20:01:23 - epoch 0 | global step 750 | mode train | loss 1.2287 | accuracy 49.0625 | mean_length 64
09-03-21 20:03:11 - epoch 0 | global step 760 | mode train | loss 1.1784 | accuracy 54.6875 | mean_length 64
