==========================================
SLURM_JOB_ID = 5959030
SLURM_JOB_NODELIST = d13-04
TMPDIR = /tmp/SLURM_5959030
==========================================
/home1/zliu9986/communication-translation
09-19-21 16:27:16 - Dataset Loaded
09-19-21 16:27:16 - Configuration:
Namespace(TransferH=False, alpha=1.0, batch_size=8, beam_width=5, bidirectional=False, config='Configs/en-zh_ec_captions.yml', cpu=False, decode_how='beam', device=device(type='cuda'), do_eval=True, do_train=True, dropout=0.1, fix_bhd=False, fix_spk=False, grad_clip=1.0, gradient_accumulation_steps=4, hard=False, has_vocab_constraint=False, hidden_dim=512, image_dim=2048, lr=1.25e-05, max_global_step=8192, max_seq_length=64, mode='emergent_communication', model_name='Models/bt_en-zh_captions', n_gpu=1, no_share_bhd=False, no_terminal=False, no_write=False, num_distractors_train=7, num_distractors_valid=7, num_games=30, num_layers=1, output_dir='Output/accGrad4_mbart_BTen+zh-captions_lr1.25e-5_7distractors_maxstep8192_seed43', print_every=10, save_output_txt=True, save_pretrain_seperately=True, seed=43, source_lang='en_XX', source_lang_vocab_constrain_file='/projects/unmt/communication-translation/en_cc_tokenID2count_dict.cc25.json', stats_to_print=['loss', 'accuracy', 'caption generation loss', 'image selection loss', 'mean_length'], target_acc=85.0, target_lang='zh_CN', target_lang_vocab_constrain_file='/projects/unmt/communication-translation/zh-Hans_cc_tokenID2count_dict.cc25.json', temp=1.0, temperature=1.0, train_images='./Data/ec_finetuning/images_train', two_ffwd=False, unit_norm=False, valid_every=512, valid_images='./Data/ec_finetuning/images_val', vocab_size=4035)
Sharing visual system for each agent.
09-19-21 16:37:05 - epoch 0 | global step 0 | mode validation | loss 2.3707 | accuracy 12.74 | mean_length 33.7326
09-19-21 16:37:05 - Saving model to Output/accGrad4_mbart_BTen+zh-captions_lr1.25e-5_7distractors_maxstep8192_seed43
Epoch: 0, Prediction Accuracy: 12.74, Saved to Path: Output/accGrad4_mbart_BTen+zh-captions_lr1.25e-5_7distractors_maxstep8192_seed43
09-19-21 16:39:03 - epoch 0 | global step 10 | mode train | loss 2.1481 | accuracy 15.0 | mean_length 49.7563
09-19-21 16:40:50 - epoch 0 | global step 20 | mode train | loss 2.0827 | accuracy 15.625 | mean_length 63.8344
09-19-21 16:42:38 - epoch 0 | global step 30 | mode train | loss 2.1189 | accuracy 12.1875 | mean_length 64
09-19-21 16:44:25 - epoch 0 | global step 40 | mode train | loss 2.1039 | accuracy 11.25 | mean_length 64
09-19-21 16:46:13 - epoch 0 | global step 50 | mode train | loss 2.0811 | accuracy 12.5 | mean_length 64
09-19-21 16:48:00 - epoch 0 | global step 60 | mode train | loss 2.0914 | accuracy 12.8125 | mean_length 64
09-19-21 16:49:48 - epoch 0 | global step 70 | mode train | loss 2.0806 | accuracy 13.75 | mean_length 64
09-19-21 16:51:35 - epoch 0 | global step 80 | mode train | loss 2.0716 | accuracy 16.875 | mean_length 64
09-19-21 16:53:23 - epoch 0 | global step 90 | mode train | loss 2.1027 | accuracy 10.9375 | mean_length 64
09-19-21 16:55:10 - epoch 0 | global step 100 | mode train | loss 2.0896 | accuracy 12.5 | mean_length 64
09-19-21 16:56:58 - epoch 0 | global step 110 | mode train | loss 2.0874 | accuracy 11.25 | mean_length 64
09-19-21 16:58:45 - epoch 0 | global step 120 | mode train | loss 2.095 | accuracy 10.0 | mean_length 64
09-19-21 17:00:33 - epoch 0 | global step 130 | mode train | loss 2.0838 | accuracy 10.625 | mean_length 64
09-19-21 17:02:20 - epoch 0 | global step 140 | mode train | loss 2.0767 | accuracy 12.1875 | mean_length 64
09-19-21 17:04:08 - epoch 0 | global step 150 | mode train | loss 2.0831 | accuracy 12.5 | mean_length 64
09-19-21 17:05:56 - epoch 0 | global step 160 | mode train | loss 2.0807 | accuracy 14.6875 | mean_length 64
09-19-21 17:07:43 - epoch 0 | global step 170 | mode train | loss 2.0845 | accuracy 14.6875 | mean_length 64
09-19-21 17:09:31 - epoch 0 | global step 180 | mode train | loss 2.0796 | accuracy 12.8125 | mean_length 64
09-19-21 17:11:18 - epoch 0 | global step 190 | mode train | loss 2.0865 | accuracy 11.25 | mean_length 64
09-19-21 17:13:06 - epoch 0 | global step 200 | mode train | loss 2.0817 | accuracy 10.3125 | mean_length 64
09-19-21 17:14:53 - epoch 0 | global step 210 | mode train | loss 2.0818 | accuracy 13.4375 | mean_length 64
09-19-21 17:16:40 - epoch 0 | global step 220 | mode train | loss 2.0811 | accuracy 12.1875 | mean_length 64
09-19-21 17:18:28 - epoch 0 | global step 230 | mode train | loss 2.0907 | accuracy 9.375 | mean_length 64
09-19-21 17:20:15 - epoch 0 | global step 240 | mode train | loss 2.0847 | accuracy 10.3125 | mean_length 64
09-19-21 17:22:03 - epoch 0 | global step 250 | mode train | loss 2.0866 | accuracy 10.9375 | mean_length 64
09-19-21 17:23:50 - epoch 0 | global step 260 | mode train | loss 2.0897 | accuracy 11.5625 | mean_length 64
09-19-21 17:25:37 - epoch 0 | global step 270 | mode train | loss 2.0826 | accuracy 13.75 | mean_length 64
09-19-21 17:27:25 - epoch 0 | global step 280 | mode train | loss 2.086 | accuracy 9.6875 | mean_length 64
09-19-21 17:29:12 - epoch 0 | global step 290 | mode train | loss 2.0828 | accuracy 11.25 | mean_length 64
09-19-21 17:30:59 - epoch 0 | global step 300 | mode train | loss 2.0947 | accuracy 9.375 | mean_length 64
09-19-21 17:32:47 - epoch 0 | global step 310 | mode train | loss 2.0849 | accuracy 11.875 | mean_length 64
09-19-21 17:34:34 - epoch 0 | global step 320 | mode train | loss 2.0767 | accuracy 16.5625 | mean_length 64
09-19-21 17:36:21 - epoch 0 | global step 330 | mode train | loss 2.0812 | accuracy 14.375 | mean_length 64
09-19-21 17:38:08 - epoch 0 | global step 340 | mode train | loss 2.0846 | accuracy 11.875 | mean_length 64
09-19-21 17:39:55 - epoch 0 | global step 350 | mode train | loss 2.0811 | accuracy 11.5625 | mean_length 64
09-19-21 17:41:42 - epoch 0 | global step 360 | mode train | loss 2.0804 | accuracy 12.8125 | mean_length 64
09-19-21 17:43:29 - epoch 0 | global step 370 | mode train | loss 2.0805 | accuracy 11.5625 | mean_length 64
09-19-21 17:45:16 - epoch 0 | global step 380 | mode train | loss 2.0801 | accuracy 11.5625 | mean_length 64
09-19-21 17:47:03 - epoch 0 | global step 390 | mode train | loss 2.0782 | accuracy 15.3125 | mean_length 64
09-19-21 17:48:51 - epoch 0 | global step 400 | mode train | loss 2.0881 | accuracy 12.5 | mean_length 64
