==========================================
SLURM_JOB_ID = 5860642
SLURM_JOB_NODELIST = d13-02
TMPDIR = /tmp/SLURM_5860642
==========================================
/home1/zliu9986/communication-translation
09-12-21 22:26:39 - Dataset Loaded
09-12-21 22:26:39 - Configuration:
Namespace(TransferH=False, alpha=1.0, batch_size=8, beam_width=5, bidirectional=False, config='Configs/mbart_ec_en+zh.yml', cpu=False, decode_how='beam', device=device(type='cuda'), do_eval=True, do_train=True, dropout=0.1, fix_bhd=False, fix_spk=False, grad_clip=1.0, gradient_accumulation_steps=4, hard=False, has_vocab_constraint=False, hidden_dim=512, image_dim=2048, lr=1e-05, max_global_step=8192, max_seq_length=64, mode='emergent_communication', model_name='Models/mbart_bt_en+zh_lr25e-6', n_gpu=1, no_share_bhd=False, no_terminal=False, no_write=False, num_distractors_train=7, num_distractors_valid=7, num_games=30, num_layers=1, output_dir='Output/accGrad4_mbart_BTen+zh_lr1.0e-5_7distractors_maxstep8192_seed43', print_every=10, save_output_txt=True, save_pretrain_seperately=True, seed=43, source_lang='en_XX', source_lang_vocab_constrain_file='/projects/unmt/communication-translation/en_cc_tokenID2count_dict.cc25.json', stats_to_print=['loss', 'accuracy', 'caption generation loss', 'image selection loss', 'mean_length'], target_acc=85.0, target_lang='zh_CN', target_lang_vocab_constrain_file='/projects/unmt/communication-translation/zh-Hans_cc_tokenID2count_dict.cc25.json', temp=1.0, temperature=1.0, train_images='./Data/ec_finetuning/images_train', two_ffwd=False, unit_norm=False, valid_every=512, valid_images='./Data/ec_finetuning/images_val', vocab_size=4035)
Sharing visual system for each agent.
09-12-21 22:36:59 - epoch 0 | global step 0 | mode validation | loss 2.5007 | accuracy 12.38 | mean_length 53.3506
09-12-21 22:36:59 - Saving model to Output/accGrad4_mbart_BTen+zh_lr1.0e-5_7distractors_maxstep8192_seed43
Epoch: 0, Prediction Accuracy: 12.38, Saved to Path: Output/accGrad4_mbart_BTen+zh_lr1.0e-5_7distractors_maxstep8192_seed43
09-12-21 22:38:59 - epoch 0 | global step 10 | mode train | loss 2.1587 | accuracy 15.3125 | mean_length 58.1
09-12-21 22:40:50 - epoch 0 | global step 20 | mode train | loss 2.0948 | accuracy 14.6875 | mean_length 64
09-12-21 22:42:40 - epoch 0 | global step 30 | mode train | loss 2.0956 | accuracy 11.5625 | mean_length 64
09-12-21 22:44:30 - epoch 0 | global step 40 | mode train | loss 2.1141 | accuracy 10.9375 | mean_length 64
09-12-21 22:46:21 - epoch 0 | global step 50 | mode train | loss 2.0816 | accuracy 15.0 | mean_length 64
09-12-21 22:48:11 - epoch 0 | global step 60 | mode train | loss 2.083 | accuracy 12.5 | mean_length 64
09-12-21 22:50:01 - epoch 0 | global step 70 | mode train | loss 2.0757 | accuracy 15.625 | mean_length 64
09-12-21 22:51:51 - epoch 0 | global step 80 | mode train | loss 2.0542 | accuracy 14.375 | mean_length 64
09-12-21 22:53:41 - epoch 0 | global step 90 | mode train | loss 2.0789 | accuracy 10.3125 | mean_length 64
09-12-21 22:55:32 - epoch 0 | global step 100 | mode train | loss 2.0749 | accuracy 12.5 | mean_length 64
09-12-21 22:57:22 - epoch 0 | global step 110 | mode train | loss 2.0707 | accuracy 14.6875 | mean_length 64
09-12-21 22:59:12 - epoch 0 | global step 120 | mode train | loss 2.0675 | accuracy 14.0625 | mean_length 64
