==========================================
SLURM_JOB_ID = 5965031
SLURM_JOB_NODELIST = d13-05
TMPDIR = /tmp/SLURM_5965031
==========================================
/home1/zliu9986/communication-translation
09-20-21 00:22:23 - Dataset Loaded
09-20-21 00:22:23 - Configuration:
Namespace(TransferH=False, alpha=1.0, batch_size=8, beam_width=5, bidirectional=False, config='Configs/en-zh_ec_captions.yml', cpu=False, decode_how='beam', device=device(type='cuda'), do_eval=True, do_train=True, dropout=0.1, fix_bhd=False, fix_spk=False, grad_clip=1.0, gradient_accumulation_steps=4, hard=False, has_vocab_constraint=False, hidden_dim=512, image_dim=2048, lr=1e-05, max_global_step=8192, max_seq_length=64, mode='emergent_communication', model_name='Models/bt_en-zh_captions', n_gpu=1, no_share_bhd=False, no_terminal=False, no_write=False, num_distractors_train=7, num_distractors_valid=7, num_games=30, num_layers=1, output_dir='Output/accGrad4_mbart_BTen+zh-captions_lr1.0e-5_7distractors_maxstep8192_seed43', print_every=10, save_output_txt=True, save_pretrain_seperately=True, seed=43, source_lang='en_XX', source_lang_vocab_constrain_file='/projects/unmt/communication-translation/en_cc_tokenID2count_dict.cc25.json', stats_to_print=['loss', 'accuracy', 'caption generation loss', 'image selection loss', 'mean_length'], target_acc=85.0, target_lang='zh_CN', target_lang_vocab_constrain_file='/projects/unmt/communication-translation/zh-Hans_cc_tokenID2count_dict.cc25.json', temp=1.0, temperature=1.0, train_images='./Data/ec_finetuning/images_train', two_ffwd=False, unit_norm=False, valid_every=512, valid_images='./Data/ec_finetuning/images_val', vocab_size=4035)
Sharing visual system for each agent.
09-20-21 00:32:06 - epoch 0 | global step 0 | mode validation | loss 2.3707 | accuracy 12.74 | mean_length 33.7326
09-20-21 00:32:06 - Saving model to Output/accGrad4_mbart_BTen+zh-captions_lr1.0e-5_7distractors_maxstep8192_seed43
Epoch: 0, Prediction Accuracy: 12.74, Saved to Path: Output/accGrad4_mbart_BTen+zh-captions_lr1.0e-5_7distractors_maxstep8192_seed43
09-20-21 00:34:04 - epoch 0 | global step 10 | mode train | loss 2.1682 | accuracy 15.0 | mean_length 46.6938
09-20-21 00:35:51 - epoch 0 | global step 20 | mode train | loss 2.076 | accuracy 14.6875 | mean_length 58.9594
09-20-21 00:37:38 - epoch 0 | global step 30 | mode train | loss 2.1062 | accuracy 12.1875 | mean_length 61.2687
09-20-21 00:39:26 - epoch 0 | global step 40 | mode train | loss 2.0943 | accuracy 12.8125 | mean_length 60.8625
09-20-21 00:41:13 - epoch 0 | global step 50 | mode train | loss 2.0408 | accuracy 14.0625 | mean_length 56.7219
09-20-21 00:43:00 - epoch 0 | global step 60 | mode train | loss 2.0669 | accuracy 12.5 | mean_length 60.9719
09-20-21 00:44:48 - epoch 0 | global step 70 | mode train | loss 2.0725 | accuracy 13.125 | mean_length 63.2531
09-20-21 00:46:36 - epoch 0 | global step 80 | mode train | loss 2.0608 | accuracy 14.6875 | mean_length 63.6938
09-20-21 00:48:23 - epoch 0 | global step 90 | mode train | loss 2.0864 | accuracy 12.1875 | mean_length 63.5625
09-20-21 00:50:11 - epoch 0 | global step 100 | mode train | loss 2.0785 | accuracy 12.8125 | mean_length 63.4
09-20-21 00:51:59 - epoch 0 | global step 110 | mode train | loss 2.0348 | accuracy 14.0625 | mean_length 58.4656
