==========================================
SLURM_JOB_ID = 5878831
SLURM_JOB_NODELIST = d14-17
TMPDIR = /tmp/SLURM_5878831
==========================================
/home1/zliu9986/communication-translation
09-13-21 22:09:40 - Dataset Loaded
09-13-21 22:09:40 - Configuration:
Namespace(TransferH=False, alpha=1.0, batch_size=8, beam_width=5, bidirectional=False, config='Configs/mbart_ec_en+zh.yml', cpu=False, decode_how='beam', device=device(type='cuda'), do_eval=True, do_train=True, dropout=0.1, fix_bhd=False, fix_spk=False, grad_clip=1.0, gradient_accumulation_steps=4, hard=False, has_vocab_constraint=False, hidden_dim=512, image_dim=2048, lr=8e-06, max_global_step=8192, max_seq_length=64, mode='emergent_communication', model_name='Models/mbart_bt_en+zh_lr25e-6', n_gpu=1, no_share_bhd=False, no_terminal=False, no_write=False, num_distractors_train=7, num_distractors_valid=7, num_games=30, num_layers=1, output_dir='Output/accGrad4_mbart_BTen+zh_lr8.0e-6_7distractors_maxstep8192_seed43', print_every=10, save_output_txt=True, save_pretrain_seperately=True, seed=43, source_lang='en_XX', source_lang_vocab_constrain_file='/projects/unmt/communication-translation/en_cc_tokenID2count_dict.cc25.json', stats_to_print=['loss', 'accuracy', 'caption generation loss', 'image selection loss', 'mean_length'], target_acc=85.0, target_lang='zh_CN', target_lang_vocab_constrain_file='/projects/unmt/communication-translation/zh-Hans_cc_tokenID2count_dict.cc25.json', temp=1.0, temperature=1.0, train_images='./Data/ec_finetuning/images_train', two_ffwd=False, unit_norm=False, valid_every=512, valid_images='./Data/ec_finetuning/images_val', vocab_size=4035)
Sharing visual system for each agent.
09-13-21 22:20:52 - epoch 0 | global step 0 | mode validation | loss 2.5007 | accuracy 12.38 | mean_length 53.3506
09-13-21 22:20:52 - Saving model to Output/accGrad4_mbart_BTen+zh_lr8.0e-6_7distractors_maxstep8192_seed43
Epoch: 0, Prediction Accuracy: 12.38, Saved to Path: Output/accGrad4_mbart_BTen+zh_lr8.0e-6_7distractors_maxstep8192_seed43
09-13-21 22:22:57 - epoch 0 | global step 10 | mode train | loss 2.2346 | accuracy 15.625 | mean_length 53.25
09-13-21 22:24:52 - epoch 0 | global step 20 | mode train | loss 2.087 | accuracy 15.0 | mean_length 60.5844
09-13-21 22:26:48 - epoch 0 | global step 30 | mode train | loss 2.1037 | accuracy 11.25 | mean_length 60.1437
09-13-21 22:28:43 - epoch 0 | global step 40 | mode train | loss 2.1113 | accuracy 11.875 | mean_length 63.975
09-13-21 22:30:38 - epoch 0 | global step 50 | mode train | loss 2.0849 | accuracy 13.125 | mean_length 63.95
09-13-21 22:32:31 - epoch 0 | global step 60 | mode train | loss 2.0728 | accuracy 11.25 | mean_length 63.9125
09-13-21 22:34:25 - epoch 0 | global step 70 | mode train | loss 2.0613 | accuracy 13.4375 | mean_length 64
09-13-21 22:36:18 - epoch 0 | global step 80 | mode train | loss 2.0484 | accuracy 13.125 | mean_length 64
09-13-21 22:38:11 - epoch 0 | global step 90 | mode train | loss 2.0737 | accuracy 11.25 | mean_length 64
09-13-21 22:40:04 - epoch 0 | global step 100 | mode train | loss 2.0703 | accuracy 12.1875 | mean_length 64
09-13-21 22:41:57 - epoch 0 | global step 110 | mode train | loss 2.053 | accuracy 13.75 | mean_length 64
09-13-21 22:43:51 - epoch 0 | global step 120 | mode train | loss 2.03 | accuracy 11.875 | mean_length 64
09-13-21 22:45:44 - epoch 0 | global step 130 | mode train | loss 2.0247 | accuracy 12.8125 | mean_length 64
09-13-21 22:47:37 - epoch 0 | global step 140 | mode train | loss 2.0149 | accuracy 12.8125 | mean_length 63.9969
09-13-21 22:49:30 - epoch 0 | global step 150 | mode train | loss 2.0541 | accuracy 11.25 | mean_length 64
09-13-21 22:51:23 - epoch 0 | global step 160 | mode train | loss 1.9819 | accuracy 15.3125 | mean_length 64
09-13-21 22:53:16 - epoch 0 | global step 170 | mode train | loss 1.9554 | accuracy 12.8125 | mean_length 63.8844
