==========================================
SLURM_JOB_ID = 6073841
SLURM_JOB_NODELIST = d14-04
TMPDIR = /tmp/SLURM_6073841
==========================================
/home1/zliu9986/communication-translation
09-29-21 21:49:27 - Dataset Loaded
09-29-21 21:49:27 - Configuration:
Namespace(TransferH=False, alpha=1.0, batch_size=8, beam_width=5, config='Configs/en-zh_ec.yml', cpu=False, csv_headers=['mode', 'epoch', 'global step', 'loss', 'accuracy', 'mean_length'], decode_how='beam', device=device(type='cuda'), do_eval=True, do_train=True, dropout=0.1, fix_bhd=False, fix_spk=False, grad_clip=1.0, gradient_accumulation_steps=4, hard=False, has_vocab_constraint=False, hidden_dim=512, image_dim=2048, lr=1.5e-05, max_global_step=8192, max_seq_length=64, mode='emergent_communication', model_name='Models/bt_en-zh_baseline/best/', n_gpu=1, no_share_bhd=True, no_terminal=False, no_write=False, num_distractors_train=7, num_distractors_valid=7, num_games=30, output_dir='Output/bf_accGrad4_mbart_BTen+zh_lr1.5e-5_7distractors_maxstep8192_seed43', print_every=32, save_output_txt=True, save_pretrain_seperately=True, seed=43, source_lang='en_XX', source_lang_vocab_constrain_file='/projects/unmt/communication-translation/en_cc_tokenID2count_dict.cc25.json', stats_to_print=['loss', 'accuracy', 'mean_length'], target_acc=85.0, target_lang='zh_CN', target_lang_vocab_constrain_file='/projects/unmt/communication-translation/zh-Hans_cc_tokenID2count_dict.cc25.json', temp=1.0, temperature=1.0, train_images='./Data/ec_finetuning/images_train', two_ffwd=False, unit_norm=False, valid_every=512, valid_images='./Data/ec_finetuning/images_val')
Not sharing visual system for each agent.
09-29-21 21:59:32 - epoch 0 | global step 0 | mode validation | loss 2.428 | accuracy 12.52 | mean_length 61.3902
09-29-21 21:59:32 - Saving model to Output/bf_accGrad4_mbart_BTen+zh_lr1.5e-5_7distractors_maxstep8192_seed43
Epoch: 0, Prediction Accuracy: 12.52, Saved to Path: Output/bf_accGrad4_mbart_BTen+zh_lr1.5e-5_7distractors_maxstep8192_seed43
09-29-21 22:05:23 - epoch 0 | global step 32 | mode train | loss 2.1315 | accuracy 12.9883 | mean_length 63.3818
09-29-21 22:11:05 - epoch 0 | global step 64 | mode train | loss 2.0849 | accuracy 12.8906 | mean_length 64
09-29-21 22:16:46 - epoch 0 | global step 96 | mode train | loss 2.0323 | accuracy 15.4297 | mean_length 64
09-29-21 22:22:28 - epoch 0 | global step 128 | mode train | loss 2.0403 | accuracy 14.7461 | mean_length 64
09-29-21 22:28:09 - epoch 0 | global step 160 | mode train | loss 1.9745 | accuracy 21.1914 | mean_length 64
09-29-21 22:33:50 - epoch 0 | global step 192 | mode train | loss 1.9352 | accuracy 22.0703 | mean_length 64
09-29-21 22:39:31 - epoch 0 | global step 224 | mode train | loss 1.9518 | accuracy 20.5078 | mean_length 64
09-29-21 22:45:12 - epoch 0 | global step 256 | mode train | loss 1.9724 | accuracy 21.2891 | mean_length 64
09-29-21 22:50:53 - epoch 0 | global step 288 | mode train | loss 2.064 | accuracy 14.3555 | mean_length 64
09-29-21 22:56:33 - epoch 0 | global step 320 | mode train | loss 2.0032 | accuracy 17.0898 | mean_length 64
09-29-21 23:02:12 - epoch 0 | global step 352 | mode train | loss 1.9708 | accuracy 23.3398 | mean_length 64
09-29-21 23:07:52 - epoch 0 | global step 384 | mode train | loss 1.9307 | accuracy 21.1914 | mean_length 64
