==========================================
SLURM_JOB_ID = 5984740
SLURM_JOB_NODELIST = d13-02
TMPDIR = /tmp/SLURM_5984740
==========================================
/home1/zliu9986/communication-translation
09-21-21 23:04:22 - Dataset Loaded
09-21-21 23:04:22 - Configuration:
Namespace(TransferH=False, alpha=1.0, batch_size=8, beam_width=5, bidirectional=False, config='Configs/en-zh_ec_captions.yml', cpu=False, csv_headers=['mode', 'epoch', 'global step', 'loss', 'accuracy', 'mean_length'], decode_how='beam', device=device(type='cuda'), do_eval=True, do_train=True, dropout=0.1, fix_bhd=False, fix_spk=False, grad_clip=1.0, gradient_accumulation_steps=4, hard=False, has_vocab_constraint=False, hidden_dim=512, image_dim=2048, lr=1e-06, max_global_step=8192, max_seq_length=64, mode='emergent_communication', model_name='Models/bt_en-zh_captions', n_gpu=1, no_share_bhd=False, no_terminal=False, no_write=False, num_distractors_train=7, num_distractors_valid=7, num_games=30, num_layers=1, output_dir='Output/accGrad4_mbart_BTen+zh-captions_lr1.0e-6_7distractors_maxstep8192_seed43', print_every=10, save_output_txt=True, save_pretrain_seperately=True, seed=43, source_lang='en_XX', source_lang_vocab_constrain_file='/projects/unmt/communication-translation/en_cc_tokenID2count_dict.cc25.json', stats_to_print=['loss', 'accuracy', 'caption generation loss', 'image selection loss', 'mean_length'], target_acc=85.0, target_lang='zh_CN', target_lang_vocab_constrain_file='/projects/unmt/communication-translation/zh-Hans_cc_tokenID2count_dict.cc25.json', temp=1.0, temperature=1.0, train_images='./Data/ec_finetuning/images_train', two_ffwd=False, unit_norm=False, valid_every=512, valid_images='./Data/ec_finetuning/images_val', vocab_size=4035)
Sharing visual system for each agent.
09-21-21 23:14:19 - epoch 0 | global step 0 | mode validation | loss 2.3707 | accuracy 12.74 | mean_length 33.7326
09-21-21 23:14:19 - Saving model to Output/accGrad4_mbart_BTen+zh-captions_lr1.0e-6_7distractors_maxstep8192_seed43
Epoch: 0, Prediction Accuracy: 12.74, Saved to Path: Output/accGrad4_mbart_BTen+zh-captions_lr1.0e-6_7distractors_maxstep8192_seed43
09-21-21 23:16:18 - epoch 0 | global step 10 | mode train | loss 2.2797 | accuracy 14.6875 | mean_length 33.4531
09-21-21 23:18:05 - epoch 0 | global step 20 | mode train | loss 2.28 | accuracy 14.375 | mean_length 36.2875
09-21-21 23:19:54 - epoch 0 | global step 30 | mode train | loss 2.2774 | accuracy 13.4375 | mean_length 37.0406
09-21-21 23:21:43 - epoch 0 | global step 40 | mode train | loss 2.3096 | accuracy 10.625 | mean_length 36.6781
09-21-21 23:23:28 - epoch 0 | global step 50 | mode train | loss 2.2547 | accuracy 13.125 | mean_length 33.5562
09-21-21 23:25:14 - epoch 0 | global step 60 | mode train | loss 2.2269 | accuracy 15.3125 | mean_length 33.8219
09-21-21 23:26:59 - epoch 0 | global step 70 | mode train | loss 2.1908 | accuracy 12.5 | mean_length 29.8313
09-21-21 23:28:44 - epoch 0 | global step 80 | mode train | loss 2.1893 | accuracy 14.375 | mean_length 31.4625
09-21-21 23:30:30 - epoch 0 | global step 90 | mode train | loss 2.2545 | accuracy 7.8125 | mean_length 32.1469
09-21-21 23:32:15 - epoch 0 | global step 100 | mode train | loss 2.1937 | accuracy 12.5 | mean_length 31.1781
09-21-21 23:33:56 - epoch 0 | global step 110 | mode train | loss 2.1074 | accuracy 17.8125 | mean_length 30.2063
09-21-21 23:35:43 - epoch 0 | global step 120 | mode train | loss 2.1947 | accuracy 11.5625 | mean_length 32.8219
09-21-21 23:37:26 - epoch 0 | global step 130 | mode train | loss 2.1403 | accuracy 14.6875 | mean_length 31.3719
09-21-21 23:39:12 - epoch 0 | global step 140 | mode train | loss 2.1387 | accuracy 13.125 | mean_length 35.3625
09-21-21 23:40:59 - epoch 0 | global step 150 | mode train | loss 2.1679 | accuracy 11.5625 | mean_length 37.3531
09-21-21 23:42:47 - epoch 0 | global step 160 | mode train | loss 2.1607 | accuracy 9.6875 | mean_length 36.8281
09-21-21 23:44:36 - epoch 0 | global step 170 | mode train | loss 2.1402 | accuracy 11.875 | mean_length 37.6938
09-21-21 23:46:24 - epoch 0 | global step 180 | mode train | loss 2.116 | accuracy 14.375 | mean_length 40.6406
09-21-21 23:48:13 - epoch 0 | global step 190 | mode train | loss 2.1407 | accuracy 10.625 | mean_length 40.4125
09-21-21 23:50:02 - epoch 0 | global step 200 | mode train | loss 2.1535 | accuracy 10.625 | mean_length 40.4781
09-21-21 23:51:48 - epoch 0 | global step 210 | mode train | loss 2.1074 | accuracy 12.8125 | mean_length 38.0906
09-21-21 23:53:37 - epoch 0 | global step 220 | mode train | loss 2.1205 | accuracy 12.1875 | mean_length 41.0844
09-21-21 23:55:26 - epoch 0 | global step 230 | mode train | loss 2.1447 | accuracy 10.0 | mean_length 40.3937
09-21-21 23:57:14 - epoch 0 | global step 240 | mode train | loss 2.1247 | accuracy 11.875 | mean_length 40.8813
09-21-21 23:59:03 - epoch 0 | global step 250 | mode train | loss 2.109 | accuracy 13.4375 | mean_length 41.4375
09-22-21 00:00:51 - epoch 0 | global step 260 | mode train | loss 2.1384 | accuracy 10.3125 | mean_length 42.6625
09-22-21 00:02:40 - epoch 0 | global step 270 | mode train | loss 2.1165 | accuracy 10.9375 | mean_length 39.9906
09-22-21 00:04:29 - epoch 0 | global step 280 | mode train | loss 2.1204 | accuracy 12.1875 | mean_length 42.9094
09-22-21 00:06:17 - epoch 0 | global step 290 | mode train | loss 2.105 | accuracy 14.375 | mean_length 42.2938
09-22-21 00:08:06 - epoch 0 | global step 300 | mode train | loss 2.1586 | accuracy 8.125 | mean_length 45.95
09-22-21 00:09:54 - epoch 0 | global step 310 | mode train | loss 2.1107 | accuracy 12.5 | mean_length 48.8438
09-22-21 00:11:43 - epoch 0 | global step 320 | mode train | loss 2.0654 | accuracy 16.25 | mean_length 45.7
09-22-21 00:13:31 - epoch 0 | global step 330 | mode train | loss 2.0849 | accuracy 13.4375 | mean_length 44.6562
09-22-21 00:15:19 - epoch 0 | global step 340 | mode train | loss 2.0709 | accuracy 13.4375 | mean_length 45.1187
