==========================================
SLURM_JOB_ID = 5984703
SLURM_JOB_NODELIST = d13-05
TMPDIR = /tmp/SLURM_5984703
==========================================
/home1/zliu9986/communication-translation
09-21-21 22:54:46 - Dataset Loaded
09-21-21 22:54:46 - Configuration:
Namespace(TransferH=False, alpha=1.0, batch_size=8, beam_width=5, bidirectional=False, config='Configs/en-zh_ec_captions.yml', cpu=False, csv_headers=['mode', 'epoch', 'global step', 'loss', 'accuracy', 'mean_length'], decode_how='beam', device=device(type='cuda'), do_eval=True, do_train=True, dropout=0.1, fix_bhd=False, fix_spk=False, grad_clip=1.0, gradient_accumulation_steps=4, hard=False, has_vocab_constraint=False, hidden_dim=512, image_dim=2048, lr=6e-06, max_global_step=8192, max_seq_length=64, mode='emergent_communication', model_name='Models/bt_en-zh_captions', n_gpu=1, no_share_bhd=False, no_terminal=False, no_write=False, num_distractors_train=7, num_distractors_valid=7, num_games=30, num_layers=1, output_dir='Output/accGrad4_mbart_BTen+zh-captions_lr6.0e-6_7distractors_maxstep8192_seed43', print_every=10, save_output_txt=True, save_pretrain_seperately=True, seed=43, source_lang='en_XX', source_lang_vocab_constrain_file='/projects/unmt/communication-translation/en_cc_tokenID2count_dict.cc25.json', stats_to_print=['loss', 'accuracy', 'caption generation loss', 'image selection loss', 'mean_length'], target_acc=85.0, target_lang='zh_CN', target_lang_vocab_constrain_file='/projects/unmt/communication-translation/zh-Hans_cc_tokenID2count_dict.cc25.json', temp=1.0, temperature=1.0, train_images='./Data/ec_finetuning/images_train', two_ffwd=False, unit_norm=False, valid_every=512, valid_images='./Data/ec_finetuning/images_val', vocab_size=4035)
Sharing visual system for each agent.
09-21-21 23:04:17 - epoch 0 | global step 0 | mode validation | loss 2.3707 | accuracy 12.74 | mean_length 33.7326
09-21-21 23:04:17 - Saving model to Output/accGrad4_mbart_BTen+zh-captions_lr6.0e-6_7distractors_maxstep8192_seed43
Epoch: 0, Prediction Accuracy: 12.74, Saved to Path: Output/accGrad4_mbart_BTen+zh-captions_lr6.0e-6_7distractors_maxstep8192_seed43
09-21-21 23:06:14 - epoch 0 | global step 10 | mode train | loss 2.21 | accuracy 15.625 | mean_length 41.625
09-21-21 23:07:59 - epoch 0 | global step 20 | mode train | loss 2.1215 | accuracy 15.3125 | mean_length 51.5187
09-21-21 23:09:45 - epoch 0 | global step 30 | mode train | loss 2.1239 | accuracy 12.8125 | mean_length 49.7406
09-21-21 23:11:31 - epoch 0 | global step 40 | mode train | loss 2.1074 | accuracy 12.5 | mean_length 52.8344
09-21-21 23:13:16 - epoch 0 | global step 50 | mode train | loss 2.0722 | accuracy 11.5625 | mean_length 52.5906
09-21-21 23:15:02 - epoch 0 | global step 60 | mode train | loss 2.0838 | accuracy 13.125 | mean_length 54.4125
09-21-21 23:16:48 - epoch 0 | global step 70 | mode train | loss 2.0607 | accuracy 13.4375 | mean_length 53.9656
09-21-21 23:18:33 - epoch 0 | global step 80 | mode train | loss 2.0399 | accuracy 16.25 | mean_length 55.4156
09-21-21 23:20:19 - epoch 0 | global step 90 | mode train | loss 2.0867 | accuracy 10.9375 | mean_length 52.9375
09-21-21 23:22:05 - epoch 0 | global step 100 | mode train | loss 2.054 | accuracy 13.75 | mean_length 49.8594
09-21-21 23:23:51 - epoch 0 | global step 110 | mode train | loss 2.0544 | accuracy 13.4375 | mean_length 50.6375
09-21-21 23:25:37 - epoch 0 | global step 120 | mode train | loss 2.0714 | accuracy 11.25 | mean_length 52.4125
09-21-21 23:27:23 - epoch 0 | global step 130 | mode train | loss 2.0342 | accuracy 15.625 | mean_length 49.8813
09-21-21 23:29:09 - epoch 0 | global step 140 | mode train | loss 2.0375 | accuracy 13.4375 | mean_length 58.1625
09-21-21 23:30:54 - epoch 0 | global step 150 | mode train | loss 2.0592 | accuracy 13.4375 | mean_length 61.6187
09-21-21 23:32:40 - epoch 0 | global step 160 | mode train | loss 2.0426 | accuracy 16.25 | mean_length 60.5469
09-21-21 23:34:26 - epoch 0 | global step 170 | mode train | loss 2.0344 | accuracy 14.6875 | mean_length 59.1375
09-21-21 23:36:11 - epoch 0 | global step 180 | mode train | loss 2.0205 | accuracy 14.6875 | mean_length 60.2375
