mode,epoch,global step,loss,accuracy,mean_length,communication loss,lm loss
train,0,32,2.8593,36.7188,14.6953,2.3265,0.5328
train,0,64,2.3535,42.7083,19.0964,2.0537,0.2998
train,0,96,2.4608,36.4583,17.3984,2.2123,0.2484
train,0,128,2.3905,36.7188,18.7474,2.1671,0.2234
train,0,160,2.1948,38.0208,20.0833,1.9771,0.2177
train,0,192,2.0012,48.1771,21.4922,1.7915,0.2097
train,0,224,1.8589,51.0417,24.0599,1.6528,0.2061
train,0,256,1.7672,53.3854,24.9453,1.5688,0.1985
validation,0,256,1.3915,67.3177,24.6602,1.175,0.2165
train,0,288,1.5997,57.8125,26.3542,1.4008,0.1988
train,0,320,1.6866,56.5104,26.6901,1.4906,0.196
train,0,352,1.5946,56.7708,26.6016,1.4017,0.1928
train,0,384,1.4922,60.6771,26.8333,1.2978,0.1944
train,0,416,1.7225,56.25,27.5703,1.5256,0.197
train,0,448,1.5511,59.1146,25.9792,1.3618,0.1893
train,0,480,1.5412,59.375,26.0443,1.3559,0.1852
train,0,512,1.5881,59.1146,26.4115,1.4038,0.1843
validation,0,512,1.2074,70.7031,25.1966,1.0129,0.1945
train,0,544,1.5866,58.8542,27.474,1.4007,0.1859
train,0,576,1.4685,60.6771,26.2474,1.2868,0.1817
train,0,608,1.5257,60.9375,25.5339,1.3486,0.1771
train,0,640,1.583,53.6458,26.8516,1.4059,0.177
train,0,672,1.4714,58.5938,27.4401,1.2959,0.1755
train,0,704,1.6177,55.2083,27.5104,1.4422,0.1755
train,0,736,1.486,59.1146,26.0755,1.3155,0.1705
train,0,768,1.4787,58.5938,26.1172,1.3072,0.1715
validation,0,768,1.2111,68.75,24.694,1.0342,0.1768
train,0,800,1.4586,61.4583,25.8464,1.2846,0.174
train,0,832,1.5512,57.0312,25.8359,1.3808,0.1704
train,0,864,1.5477,58.0729,26.9193,1.376,0.1717
train,0,896,1.4033,62.7604,26.4766,1.2296,0.1737
train,0,928,1.4618,60.9375,27.0755,1.2877,0.1741
train,0,960,1.3542,63.5417,26.8385,1.1858,0.1684
train,0,992,1.5413,57.5521,27.4401,1.3719,0.1694
train,0,1024,1.4247,64.8438,26.7396,1.2553,0.1694
validation,0,1024,1.1398,72.2656,26.8411,0.9699,0.1699
train,0,1056,1.4022,60.4167,27.2682,1.2373,0.1649
train,0,1088,1.3247,64.8438,25.8229,1.1574,0.1673
train,0,1120,1.3603,60.6771,27.0495,1.1879,0.1725
train,0,1152,1.5357,59.6354,25.2448,1.3696,0.1662
train,0,1184,1.2679,65.8854,26.1068,1.1018,0.1661
train,0,1216,1.4441,58.8542,26.0755,1.2794,0.1646
train,0,1248,1.5441,60.4167,25.8698,1.3807,0.1635
train,0,1280,1.453,62.5,25.5547,1.291,0.162
validation,0,1280,1.128,72.526,25.1289,0.9632,0.1648
train,0,1312,1.4168,59.1146,25.3828,1.2518,0.165
train,0,1344,1.3462,62.2396,26.4167,1.1825,0.1638
train,0,1376,1.4877,59.6354,26.0443,1.3214,0.1663
train,0,1408,1.4087,61.1979,26.7578,1.2442,0.1646
train,0,1440,1.3425,65.1042,26.8516,1.177,0.1655
train,0,1472,1.4138,60.1562,26.5339,1.2486,0.1653
train,0,1504,1.3744,62.5,26.3125,1.2127,0.1617
train,0,1536,1.3001,64.0625,26.3464,1.1384,0.1617
validation,0,1536,1.1828,69.401,26.3841,1.0228,0.1601
train,0,1568,1.3468,62.5,26.6484,1.1864,0.1604
train,0,1600,1.3496,61.4583,26.2318,1.1885,0.161
train,0,1632,1.3539,63.2812,26.4401,1.1922,0.1617
train,0,1664,1.3534,60.9375,26.612,1.1938,0.1597
train,0,1696,1.3384,61.1979,25.3281,1.1807,0.1578
train,0,1728,1.328,66.4062,25.3568,1.164,0.1639
train,0,1760,1.5051,56.7708,25.6406,1.3439,0.1612
train,0,1792,1.4183,58.3333,26.3099,1.2593,0.159
validation,0,1792,1.1729,68.4896,25.8008,1.0143,0.1585
train,0,1824,1.4674,59.8958,25.6172,1.3056,0.1618
train,0,1856,1.3937,63.8021,25.8047,1.2325,0.1612
train,0,1888,1.3863,61.4583,26.3073,1.2248,0.1615
train,0,1920,1.3719,62.7604,25.0156,1.2142,0.1578
train,0,1952,1.4876,59.6354,26.4922,1.3272,0.1604
train,0,1984,1.3621,60.4167,26.1094,1.2024,0.1597
train,0,2016,1.3553,61.7188,26.2005,1.1948,0.1605
train,0,2048,1.2911,62.5,25.776,1.1306,0.1604
validation,0,2048,1.1453,70.8333,25.9518,0.9865,0.1588
