mode,epoch,global step,loss,accuracy,mean_length,communication loss,lm loss
train,0,32,2.8739,33.8542,14.2266,2.3329,0.5409
train,0,64,2.8056,28.125,13.2917,2.48,0.3257
train,0,96,2.5969,32.8125,19.2943,2.3709,0.226
train,0,128,2.7021,27.0833,23.5729,2.5081,0.194
train,0,160,2.6535,26.8229,20.9948,2.4609,0.1926
train,0,192,2.2253,38.0208,23.388,2.0375,0.1878
train,0,224,2.2244,39.0625,24.1641,2.0296,0.1948
train,0,256,2.144,42.4479,23.5104,1.9493,0.1948
validation,0,256,1.6061,57.6823,23.6836,1.3926,0.2135
train,0,288,1.8418,50.2604,23.888,1.6476,0.1942
train,0,320,1.8693,48.9583,26.2344,1.6767,0.1926
train,0,352,1.6807,54.1667,25.276,1.4822,0.1985
train,0,384,1.6933,53.125,25.4557,1.498,0.1953
train,0,416,1.6772,54.4271,24.9688,1.4908,0.1865
train,0,448,1.7753,51.5625,24.362,1.5889,0.1864
train,0,480,1.5291,57.2917,24.3151,1.3462,0.1829
train,0,512,1.5849,56.25,24.9583,1.401,0.1839
validation,0,512,1.3348,66.6667,24.4622,1.1414,0.1934
train,0,544,1.5897,56.5104,25.5078,1.4055,0.1842
train,0,576,1.5779,57.8125,25.224,1.3931,0.1848
train,0,608,1.6223,55.7292,26.5104,1.4338,0.1885
train,0,640,1.6701,52.3438,24.0,1.4865,0.1837
train,0,672,1.6415,53.9062,25.638,1.4615,0.18
train,0,704,1.6841,52.8646,25.5833,1.5067,0.1774
train,0,736,1.5837,54.1667,25.224,1.4066,0.1771
train,0,768,1.516,58.0729,25.2214,1.3406,0.1754
validation,0,768,1.302,66.0156,24.5234,1.1258,0.1762
train,0,800,1.5948,56.25,25.6641,1.4133,0.1815
train,0,832,1.4349,61.4583,26.099,1.2575,0.1774
train,0,864,1.6047,54.4271,25.651,1.4313,0.1734
train,0,896,1.4506,58.5938,24.112,1.2728,0.1778
train,0,928,1.43,61.4583,24.7214,1.2563,0.1738
train,0,960,1.5219,56.5104,25.1927,1.3456,0.1764
train,0,992,1.5535,54.4271,24.388,1.3807,0.1728
train,0,1024,1.4244,60.9375,24.849,1.2495,0.1749
validation,0,1024,1.2418,66.9271,24.5755,1.0664,0.1754
train,0,1056,1.3682,65.1042,24.2578,1.1996,0.1687
train,0,1088,1.4491,58.0729,24.474,1.2791,0.1701
train,0,1120,1.555,57.2917,24.2214,1.3878,0.1671
train,0,1152,1.5404,56.7708,24.8984,1.372,0.1684
train,0,1184,1.5626,53.6458,24.4453,1.3961,0.1665
train,0,1216,1.4504,60.6771,26.1302,1.2839,0.1665
train,0,1248,1.4444,60.9375,25.6849,1.2788,0.1656
train,0,1280,1.3473,63.5417,25.7969,1.1819,0.1654
validation,0,1280,1.2389,66.1458,26.0924,1.0722,0.1667
train,0,1312,1.4904,58.0729,26.7031,1.3244,0.1661
train,0,1344,1.4953,60.1562,25.9583,1.3318,0.1635
train,0,1376,1.327,61.7188,25.9714,1.1608,0.1663
train,0,1408,1.4307,59.8958,26.0234,1.2652,0.1655
train,0,1440,1.4547,59.375,26.151,1.2902,0.1645
train,0,1472,1.3698,64.0625,25.7969,1.2034,0.1664
train,0,1504,1.4893,60.4167,26.487,1.325,0.1644
train,0,1536,1.4926,59.8958,26.375,1.3293,0.1633
validation,0,1536,1.1708,67.9688,26.9414,1.0085,0.1622
train,0,1568,1.4825,55.9896,26.026,1.3179,0.1646
train,0,1600,1.4418,59.1146,25.8203,1.2794,0.1624
train,0,1632,1.3037,64.3229,25.8854,1.141,0.1627
train,0,1664,1.5333,56.25,25.9922,1.3698,0.1635
train,0,1696,1.3374,63.8021,25.8932,1.176,0.1615
train,0,1728,1.3687,63.8021,26.0104,1.2081,0.1606
train,0,1760,1.4574,60.6771,25.9609,1.2976,0.1599
train,0,1792,1.6,56.25,26.25,1.4398,0.1602
validation,0,1792,1.185,69.1406,26.0208,1.0229,0.1621
train,0,1824,1.451,60.6771,25.3073,1.2895,0.1615
train,0,1856,1.408,60.9375,25.2188,1.2458,0.1622
train,0,1888,1.5211,54.4271,25.401,1.3611,0.16
train,0,1920,1.2951,63.5417,24.8516,1.1352,0.1599
train,0,1952,1.3598,64.3229,25.8906,1.1971,0.1627
train,0,1984,1.3734,61.4583,25.8568,1.2089,0.1645
train,0,2016,1.4214,61.9792,25.5677,1.2595,0.1619
train,0,2048,1.5078,57.5521,25.987,1.3476,0.1602
validation,0,2048,1.1821,70.4427,25.7786,1.0227,0.1594
